Experimento,phi_s0,Pendiente,s_hat,prof_mm,z_tilde,eta,theta_deg,phi_s,Pe,Pe_std,n_muestras
Exp_phis50_i3cm,0.5000,i3cm,0.9250,36.2500,0.1494,0.1494,9.7956,0.2756,72.8571,14.1933,1774
Exp_phis50_i3cm,0.5000,i3cm,0.9250,36.7500,0.1376,0.1376,9.7956,0.2617,73.0043,13.1116,1774
Exp_phis50_i3cm,0.5000,i3cm,0.9250,37.2500,0.1259,0.1259,9.7956,0.2463,73.1548,13.3091,1773
Exp_phis50_i3cm,0.5000,i3cm,0.9250,37.7500,0.1142,0.1142,9.7956,0.2384,72.7376,17.4109,1773
Exp_phis50_i3cm,0.5000,i3cm,0.9250,38.2500,0.1024,0.1024,9.7956,0.2886,68.0433,21.9966,1771
Exp_phis50_i3cm,0.5000,i3cm,0.9250,38.7500,0.0907,0.0907,9.7956,0.3129,65.3691,24.9036,1771
Exp_phis50_i3cm,0.5000,i3cm,0.9250,39.2500,0.0790,0.0790,9.7956,0.2391,70.0479,22.7247,1611
Exp_phis50_i3cm,0.5000,i3cm,0.9250,39.7500,0.0672,0.0672,9.7956,0.4413,56.2578,15.5162,414
Exp_phis50_i3cm,0.5000,i3cm,0.9250,40.2500,0.0555,0.0555,9.7956,0.2135,72.1283,9.9685,353
Exp_phis50_i3cm,0.5000,i3cm,0.9250,40.7500,0.0438,0.0438,9.7956,0.3957,63.1751,22.4834,39
Exp_phis50_i3cm,0.5000,i3cm,0.9250,41.2500,0.0320,0.0320,9.7956,0.3747,64.0802,25.3685,37
Exp_phis50_i3cm,0.5000,i3cm,0.9250,41.7500,0.0203,0.0203,9.7956,0.4384,61.3795,29.8795,26
Exp_phis50_i3cm,0.5000,i3cm,0.9250,42.2500,0.0086,0.0086,9.7956,0.3943,65.3839,29.1909,21
Exp_phis50_i3cm,0.5000,i3cm,0.9750,0.2500,0.9941,0.9941,4.1622,0.0004,5189.6911,258.7694,504
Exp_phis50_i3cm,0.5000,i3cm,0.9750,0.7500,0.9824,0.9824,4.1622,0.0003,2969.5063,148.4843,504
Exp_phis50_i3cm,0.5000,i3cm,0.9750,1.2500,0.9707,0.9707,4.1622,0.0010,2078.8223,104.6831,504
Exp_phis50_i3cm,0.5000,i3cm,0.9750,1.7500,0.9589,0.9589,4.1622,0.0219,1572.8365,59.1527,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,2.2500,0.9472,0.9472,4.1622,0.0542,1246.6975,92.4783,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,2.7500,0.9355,0.9355,4.1622,0.0048,1089.5160,30.4274,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,3.2500,0.9237,0.9237,4.1622,0.0104,936.9567,33.9799,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,3.7500,0.9120,0.9120,4.1622,0.0175,820.0055,37.9449,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,4.2500,0.9003,0.9003,4.1622,0.0261,727.1133,47.1673,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,4.7500,0.8885,0.8885,4.1622,0.0188,660.5711,32.9227,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,5.2500,0.8768,0.8768,4.1622,0.0426,591.0484,40.4232,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,5.7500,0.8651,0.8651,4.1622,0.0429,542.8859,39.2978,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,6.2500,0.8533,0.8533,4.1622,0.0174,512.5075,27.2132,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,6.7500,0.8416,0.8416,4.1622,0.0024,482.4074,21.4046,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,7.2500,0.8299,0.8299,4.1622,0.0032,450.6496,20.3776,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,7.7500,0.8181,0.8181,4.1622,0.0499,407.2113,43.4026,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,8.2500,0.8064,0.8064,4.1622,0.1124,363.6642,49.1448,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,8.7500,0.7947,0.7947,4.1622,0.1393,335.7598,47.8103,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,9.2500,0.7829,0.7829,4.1622,0.2310,292.0016,61.1058,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,9.7500,0.7712,0.7712,4.1622,0.4781,208.5684,114.7116,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,10.2500,0.7595,0.7595,4.1622,0.5017,192.4270,108.0537,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,10.7500,0.7477,0.7477,4.1622,0.6495,146.0636,53.7958,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,11.2500,0.7360,0.7360,4.1622,0.6983,127.2948,50.8187,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,11.7500,0.7243,0.7243,4.1622,0.6140,141.9104,43.0774,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,12.2500,0.7125,0.7125,4.1622,0.4457,174.2201,47.7345,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,12.7500,0.7008,0.7008,4.1622,0.3255,192.9170,39.6149,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,13.2500,0.6891,0.6891,4.1622,0.1962,212.2959,40.1785,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,13.7500,0.6773,0.6773,4.1622,0.2290,198.0069,63.9386,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,14.2500,0.6656,0.6656,4.1622,0.4222,154.2144,69.3294,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,14.7500,0.6539,0.6539,4.1622,0.4110,151.1430,66.9531,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,15.2500,0.6422,0.6422,4.1622,0.4435,140.3575,64.2742,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,15.7500,0.6304,0.6304,4.1622,0.5718,113.4073,49.8673,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,16.2500,0.6187,0.6187,4.1622,0.7210,84.4172,40.1425,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,16.7500,0.6070,0.6070,4.1622,0.8295,63.7696,34.6311,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,17.2500,0.5952,0.5952,4.1622,0.9153,47.8824,20.5433,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,17.7500,0.5835,0.5835,4.1622,0.9571,39.8382,11.0825,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,18.2500,0.5718,0.5718,4.1622,0.9727,36.3018,7.5566,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,18.7500,0.5600,0.5600,4.1622,0.9981,31.4629,1.4843,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,19.2500,0.5483,0.5483,4.1622,0.9996,30.4117,0.9105,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,19.7500,0.5366,0.5366,4.1622,1.0000,29.5995,0.7080,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,20.2500,0.5248,0.5248,4.1622,1.0000,28.8692,0.6956,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,20.7500,0.5131,0.5131,4.1622,1.0000,28.1815,0.6741,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,21.2500,0.5014,0.5014,4.1622,0.9996,27.5664,1.0613,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,21.7500,0.4896,0.4896,4.1622,0.9986,27.0616,2.7710,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,22.2500,0.4779,0.4779,4.1622,0.9986,26.4578,2.7211,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,22.7500,0.4662,0.4662,4.1622,0.9979,25.9714,3.4922,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,23.2500,0.4544,0.4544,4.1622,0.9978,25.4274,3.1970,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,23.7500,0.4427,0.4427,4.1622,0.9952,25.2077,3.1576,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,24.2500,0.4310,0.4310,4.1622,0.9356,31.6124,9.6838,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,24.7500,0.4192,0.4192,4.1622,0.8982,35.2425,12.7665,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,25.2500,0.4075,0.4075,4.1622,0.9009,34.3580,11.6086,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,25.7500,0.3958,0.3958,4.1622,0.9105,32.6916,11.4734,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,26.2500,0.3840,0.3840,4.1622,0.9553,27.1978,8.0887,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,26.7500,0.3723,0.3723,4.1622,0.9782,24.2449,6.4594,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,27.2500,0.3606,0.3606,4.1622,0.9844,23.1472,6.2939,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,27.7500,0.3488,0.3488,4.1622,0.9968,21.4384,3.2835,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,28.2500,0.3371,0.3371,4.1622,0.9967,21.0667,3.3583,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,28.7500,0.3254,0.3254,4.1622,0.9931,21.0800,3.1294,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,29.2500,0.3136,0.3136,4.1622,0.9774,22.2994,7.7386,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,29.7500,0.3019,0.3019,4.1622,0.9624,23.3430,9.9338,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,30.2500,0.2902,0.2902,4.1622,0.9799,21.2619,5.9243,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,30.7500,0.2784,0.2784,4.1622,0.9880,20.1583,3.9354,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,31.2500,0.2667,0.2667,4.1622,0.9633,22.0767,7.6650,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,31.7500,0.2550,0.2550,4.1622,0.9237,25.2623,14.9259,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,32.2500,0.2432,0.2432,4.1622,0.9211,25.1054,14.0255,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,32.7500,0.2315,0.2315,4.1622,0.9023,26.3506,12.9383,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,33.2500,0.2198,0.2198,4.1622,0.6923,43.7721,16.5612,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,33.7500,0.2080,0.2080,4.1622,0.5995,50.8275,20.2112,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,34.2500,0.1963,0.1963,4.1622,0.4633,61.4051,16.8803,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,34.7500,0.1846,0.1846,4.1622,0.3123,72.8663,17.5893,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,35.2500,0.1728,0.1728,4.1622,0.3704,67.2339,15.2045,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,35.7500,0.1611,0.1611,4.1622,0.3585,67.2323,13.6294,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,36.2500,0.1494,0.1494,4.1622,0.2690,73.2499,14.2489,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,36.7500,0.1376,0.1376,4.1622,0.3213,68.2612,13.1342,503
Exp_phis50_i3cm,0.5000,i3cm,0.9750,37.2500,0.1259,0.1259,4.1622,0.3724,63.5717,12.7940,502
Exp_phis50_i3cm,0.5000,i3cm,0.9750,37.7500,0.1142,0.1142,4.1622,0.2693,70.4378,17.5271,502
Exp_phis50_i3cm,0.5000,i3cm,0.9750,38.2500,0.1024,0.1024,4.1622,0.2430,71.4060,21.2147,502
Exp_phis50_i3cm,0.5000,i3cm,0.9750,38.7500,0.0907,0.0907,4.1622,0.2604,69.2975,19.9596,502
Exp_phis50_i3cm,0.5000,i3cm,0.9750,39.2500,0.0790,0.0790,4.1622,0.2892,67.1931,23.1172,281
Exp_phis50_i3cm,0.5000,i3cm,0.9750,39.7500,0.0672,0.0672,4.1622,0.1003,80.9794,10.0699,183
Exp_phis50_i3cm,0.5000,i3cm,0.9750,40.2500,0.0555,0.0555,4.1622,0.1316,86.5937,22.2921,23
Exp_phis50_i3cm,0.5000,i3cm,0.9750,40.7500,0.0438,0.0438,4.1622,0.1238,87.0215,23.6810,21
Exp_phis50_i3cm,0.5000,i3cm,0.9750,41.2500,0.0320,0.0320,4.1622,0.1345,85.1231,23.3403,21
Exp_phis50_i3cm,0.5000,i3cm,0.9750,41.7500,0.0203,0.0203,4.1622,0.0687,91.1872,20.5982,16
Exp_phis50_i3cm,0.5000,i3cm,0.9750,42.2500,0.0086,0.0086,4.1622,0.1894,82.1820,22.4575,14
Exp_phis50_i4cm,0.5000,i4cm,0.0250,0.2500,0.9936,0.9936,6.0269,0.1062,5289.5877,487.4332,2095
Exp_phis50_i4cm,0.5000,i4cm,0.0250,0.7500,0.9807,0.9807,6.0269,0.1509,2884.4574,354.5248,2095
Exp_phis50_i4cm,0.5000,i4cm,0.0250,1.2500,0.9678,0.9678,6.0269,0.2182,1895.0434,286.5140,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,1.7500,0.9549,0.9549,6.0269,0.1322,1550.2794,283.6827,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,2.2500,0.9420,0.9420,6.0269,0.0258,1369.9829,92.0798,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,2.7500,0.9291,0.9291,6.0269,0.0033,1173.7139,27.0487,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,3.2500,0.9162,0.9162,6.0269,0.0035,1013.7211,23.8447,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,3.7500,0.9033,0.9033,6.0269,0.0043,891.6480,21.3835,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,4.2500,0.8904,0.8904,6.0269,0.0046,795.9839,20.8571,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,4.7500,0.8775,0.8775,6.0269,0.0041,719.2647,17.6231,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,5.2500,0.8646,0.8646,6.0269,0.0180,648.3900,20.9661,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,5.7500,0.8517,0.8517,6.0269,0.0542,578.3105,49.9087,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,6.2500,0.8388,0.8388,6.0269,0.0458,538.8669,46.3842,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,6.7500,0.8259,0.8259,6.0269,0.0375,504.6669,47.5543,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,7.2500,0.8130,0.8130,6.0269,0.0919,450.4682,60.9877,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,7.7500,0.8002,0.8002,6.0269,0.1308,407.7286,79.0178,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,8.2500,0.7873,0.7873,6.0269,0.2116,354.7931,101.3349,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,8.7500,0.7744,0.7744,6.0269,0.3269,297.0190,107.2135,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,9.2500,0.7615,0.7615,6.0269,0.2806,296.2598,101.1969,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,9.7500,0.7486,0.7486,6.0269,0.2794,281.9051,111.4536,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,10.2500,0.7357,0.7357,6.0269,0.3039,261.4474,113.5173,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,10.7500,0.7228,0.7228,6.0269,0.3479,237.4531,116.9651,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,11.2500,0.7099,0.7099,6.0269,0.3797,218.9678,110.2235,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,11.7500,0.6970,0.6970,6.0269,0.4399,195.0075,96.7287,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,12.2500,0.6841,0.6841,6.0269,0.7805,104.7956,65.8906,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,12.7500,0.6712,0.6712,6.0269,0.8938,74.2877,35.7774,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,13.2500,0.6583,0.6583,6.0269,0.7509,104.0252,42.5475,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,13.7500,0.6454,0.6454,6.0269,0.8588,76.7098,29.1335,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,14.2500,0.6325,0.6325,6.0269,0.9892,46.3824,4.3584,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,14.7500,0.6196,0.6196,6.0269,0.9998,42.6309,2.2049,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,15.2500,0.6068,0.6068,6.0269,0.9998,41.2414,1.9948,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,15.7500,0.5939,0.5939,6.0269,0.9998,39.9423,1.9183,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,16.2500,0.5810,0.5810,6.0269,0.9998,38.7233,1.8825,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,16.7500,0.5681,0.5681,6.0269,0.9998,37.5772,1.8809,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,17.2500,0.5552,0.5552,6.0269,0.9998,36.4937,1.7307,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,17.7500,0.5423,0.5423,6.0269,0.9998,35.4771,1.8581,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,18.2500,0.5294,0.5294,6.0269,0.9998,34.5083,1.6581,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,18.7500,0.5165,0.5165,6.0269,0.9996,33.6353,1.5862,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,19.2500,0.5036,0.5036,6.0269,0.9984,32.9565,2.0914,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,19.7500,0.4907,0.4907,6.0269,0.9977,32.2351,2.3756,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,20.2500,0.4778,0.4778,6.0269,0.9800,34.0566,9.9984,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,20.7500,0.4649,0.4649,6.0269,0.9538,37.0365,20.3435,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,21.2500,0.4520,0.4520,6.0269,0.9496,36.7920,19.9307,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,21.7500,0.4391,0.4391,6.0269,0.9451,36.5842,19.8230,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,22.2500,0.4262,0.4262,6.0269,0.9401,36.4151,22.2440,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,22.7500,0.4134,0.4134,6.0269,0.9362,36.1457,23.1220,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,23.2500,0.4005,0.4005,6.0269,0.9276,36.6594,15.6788,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,23.7500,0.3876,0.3876,6.0269,0.9183,37.2235,18.7156,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,24.2500,0.3747,0.3747,6.0269,0.9289,35.1793,18.7137,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,24.7500,0.3618,0.3618,6.0269,0.9527,31.5266,15.0027,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,25.2500,0.3489,0.3489,6.0269,0.9552,30.6419,17.6186,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,25.7500,0.3360,0.3360,6.0269,0.9604,29.4100,15.2783,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,26.2500,0.3231,0.3231,6.0269,0.9860,25.7224,6.1264,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,26.7500,0.3102,0.3102,6.0269,0.9937,24.3301,3.8084,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,27.2500,0.2973,0.2973,6.0269,0.9936,23.8994,3.6654,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,27.7500,0.2844,0.2844,6.0269,0.9892,23.9693,5.5957,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,28.2500,0.2715,0.2715,6.0269,0.9823,24.3249,8.4409,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,28.7500,0.2586,0.2586,6.0269,0.9868,23.4125,6.2434,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,29.2500,0.2457,0.2457,6.0269,0.9952,22.0882,2.5893,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,29.7500,0.2328,0.2328,6.0269,0.9993,21.2804,1.2795,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,30.2500,0.2200,0.2200,6.0269,0.9908,21.8366,4.5086,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,30.7500,0.2071,0.2071,6.0269,0.9908,21.4851,4.4466,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,31.2500,0.1942,0.1942,6.0269,0.9985,20.3523,1.4602,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,31.7500,0.1813,0.1813,6.0269,0.9998,19.9008,1.1971,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,32.2500,0.1684,0.1684,6.0269,0.9998,19.5953,1.2302,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,32.7500,0.1555,0.1555,6.0269,0.9996,19.3112,1.1782,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,33.2500,0.1426,0.1426,6.0269,0.9997,19.0090,1.1210,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,33.7500,0.1297,0.1297,6.0269,0.9975,18.9465,1.8570,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,34.2500,0.1168,0.1168,6.0269,0.9568,22.2904,4.9975,2093
Exp_phis50_i4cm,0.5000,i4cm,0.0250,34.7500,0.1039,0.1039,6.0269,0.8265,33.4433,16.4571,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,35.2500,0.0910,0.0910,6.0269,0.7770,37.2482,19.6010,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,35.7500,0.0781,0.0781,6.0269,0.8716,28.6708,12.8202,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,36.2500,0.0652,0.0652,6.0269,0.8994,25.9353,10.0801,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,36.7500,0.0523,0.0523,6.0269,0.8353,30.9014,12.1642,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,37.2500,0.0394,0.0394,6.0269,0.7531,37.2271,14.3700,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,37.7500,0.0266,0.0266,6.0269,0.6953,41.4088,15.4247,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,38.2500,0.0137,0.0137,6.0269,0.8218,30.7712,8.4602,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0250,38.7500,0.0008,0.0008,6.0269,0.8061,31.6080,11.3232,2094
Exp_phis50_i4cm,0.5000,i4cm,0.0750,0.2500,0.9936,0.9936,4.0555,0.1109,5299.3331,256.6796,1018
Exp_phis50_i4cm,0.5000,i4cm,0.0750,0.7500,0.9807,0.9807,4.0555,0.0309,3121.6608,145.1507,1018
Exp_phis50_i4cm,0.5000,i4cm,0.0750,1.2500,0.9678,0.9678,4.0555,0.1314,2028.8748,204.2393,1018
Exp_phis50_i4cm,0.5000,i4cm,0.0750,1.7500,0.9549,0.9549,4.0555,0.0591,1642.2011,104.5346,1018
Exp_phis50_i4cm,0.5000,i4cm,0.0750,2.2500,0.9420,0.9420,4.0555,0.0020,1390.1432,43.7971,1018
Exp_phis50_i4cm,0.5000,i4cm,0.0750,2.7500,0.9291,0.9291,4.0555,0.0009,1170.7188,18.2948,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,3.2500,0.9162,0.9162,4.0555,0.0014,1010.7654,15.6198,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,3.7500,0.9033,0.9033,4.0555,0.0059,886.3137,14.3770,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,4.2500,0.8904,0.8904,4.0555,0.0153,785.2818,27.3911,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,4.7500,0.8775,0.8775,4.0555,0.0121,711.2217,14.1274,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,5.2500,0.8646,0.8646,4.0555,0.0492,628.7447,51.5766,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,5.7500,0.8517,0.8517,4.0555,0.0145,594.7461,18.0976,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,6.2500,0.8388,0.8388,4.0555,0.0134,550.6802,19.6025,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,6.7500,0.8259,0.8259,4.0555,0.0368,502.5597,32.4306,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,7.2500,0.8130,0.8130,4.0555,0.0743,454.6785,47.2040,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,7.7500,0.8002,0.8002,4.0555,0.1680,390.9410,100.7129,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,8.2500,0.7873,0.7873,4.0555,0.2352,344.5553,110.0659,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,8.7500,0.7744,0.7744,4.0555,0.2268,327.9292,120.6350,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,9.2500,0.7615,0.7615,4.0555,0.3035,286.5312,127.2406,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,9.7500,0.7486,0.7486,4.0555,0.3543,256.7299,137.6421,1017
Exp_phis50_i4cm,0.5000,i4cm,0.0750,10.2500,0.7357,0.7357,4.0555,0.3494,246.0515,131.7291,1017
